Filename,Prediction,Confidence,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\257\257-4-3.jpg,a5c,0.963,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\267\267-3-2.jpg,a4c,0.963,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-3-3.jpg,a4c,0.963,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\418\418-3-3.jpg,a5c,0.963,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\483\483-4-2.jpg,a5c,0.963,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\533\533-3-2.jpg,a5c,0.963,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\546\546-3-2.jpg,a4c,0.963,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\586\586-3-3.jpg,a5c,0.963,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\100\100-3-1.jpg,a4c,0.963,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\75\75-4-3.jpg,a5c,0.963,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-3-1.jpg,a4c,0.962,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\228\228-3-1.jpg,a4c,0.962,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\276\276-3-2.jpg,a4c,0.962,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\328\328-3-3.jpg,a5c,0.962,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\377\377-3-1.jpg,a4c,0.962,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\377\377-4-3.jpg,a5c,0.962,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\379\379-3-2.jpg,a4c,0.962,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\411\411-3-2.jpg,a5c,0.962,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\511\511-3-3.jpg,a5c,0.962,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\604\604-4-1.jpg,a5c,0.962,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-4-2.jpg,a5c,0.962,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\75\75-4-2.jpg,a5c,0.962,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\80\80-3-2.jpg,a4c,0.962,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\80\80-3-3.jpg,a4c,0.962,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\13\13-3-1.jpg,a5c,0.962,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\46\46-2-1.jpg,a5c,0.962,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\147\147-3-1.jpg,a4c,0.961,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\152\152-3-1.jpg,a4c,0.961,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-4-1.jpg,a5c,0.961,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\277\277-3-2.jpg,a4c,0.961,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\296\296-3-2.jpg,a5c,0.961,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\326\326-3-2.jpg,a5c,0.961,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\333\333-3-1.jpg,a4c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\416\416-2-2.jpg,a5c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\466\466-3-3.jpg,a5c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\475\475-3-2.jpg,a4c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\543\543-3-1.jpg,a4c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-3-3.jpg,a4c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\582\582-2-2.jpg,a5c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\595\595-4-1.jpg,a5c,0.961,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-3-3.jpg,a5c,0.961,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\141\141-3-1.jpg,a4c,0.96,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\153\153-3-3.jpg,a4c,0.96,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\394\394-3-1.jpg,a4c,0.96,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-3-1.jpg,a5c,0.96,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\523\523-3-3.jpg,a5c,0.96,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\595\595-4-3.jpg,a5c,0.96,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-1-3.jpg,a5c,0.96,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\624\624-4-1.jpg,a5c,0.96,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\18\18-4-1.jpg,a5c,0.96,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\33\33-3-2.jpg,a4c,0.96,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-3-1.jpg,a4c,0.959,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\180\180-3-1.jpg,a4c,0.959,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\267\267-3-3.jpg,a4c,0.959,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\329\329-3-3.jpg,a4c,0.959,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\505\505-3-2.jpg,a4c,0.959,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\529\529-3-1.jpg,a4c,0.959,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-4-1.jpg,a5c,0.959,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\78\78-3-2.jpg,a4c,0.959,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\122\122-3-2.jpg,a4c,0.958,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\124\124-4-3.jpg,a5c,0.958,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\296\296-3-1.jpg,a5c,0.958,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\304\304-4-2.jpg,a5c,0.958,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\496\496-3-1.jpg,a4c,0.958,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\547\547-3-3.jpg,a4c,0.958,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\111\111-3-3.jpg,a4c,0.958,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\123\123-3-1.jpg,a5c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\193\193-3-3.jpg,a4c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-3-3.jpg,a4c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\202\202-3-3.jpg,a5c,0.957,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\231\231-3-1.jpg,a4c,0.957,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\245\245-3-1.jpg,a5c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\297\297-3-3.jpg,a5c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\309\309-3-1.jpg,a4c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\352\352-3-1.jpg,a4c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\466\466-3-1.jpg,a5c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\474\474-3-3.jpg,a4c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-3-3.jpg,a4c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\523\523-4-3.jpg,a5c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\537\537-4-1.jpg,a5c,0.957,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\629\629-3-2.jpg,a4c,0.957,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\121\121-3-1.jpg,a4c,0.956,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-3-1.jpg,a4c,0.956,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\198\198-3-3.jpg,a5c,0.956,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-2-2.jpg,a5c,0.956,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\300\300-3-2.jpg,a5c,0.956,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\582\582-2-1.jpg,a5c,0.956,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\108\108-3-3.jpg,a4c,0.956,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\97\97-3-2.jpg,a4c,0.956,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\2\2-3-1.jpg,a5c,0.956,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\27\27-4-2.jpg,a5c,0.956,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\203\203-3-2.jpg,a4c,0.955,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\222\222-3-2.jpg,a4c,0.955,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\229\229-3-2.jpg,a4c,0.955,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\243\243-3-2.jpg,a4c,0.955,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\342\342-4-1.jpg,a5c,0.955,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\440\440-3-2.jpg,a5c,0.955,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\450\450-3-2.jpg,a5c,0.955,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-4-1.jpg,a5c,0.955,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\535\535-3-1.jpg,a4c,0.955,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\604\604-2-2.jpg,a5c,0.955,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\105\105-4-1.jpg,a5c,0.955,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\62\62-3-2.jpg,a4c,0.955,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\76\76-2-2.jpg,a5c,0.955,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\80\80-3-1.jpg,a4c,0.955,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\99\99-3-1.jpg,a4c,0.955,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\36\36-3-3.jpg,a4c,0.955,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\123\123-4-3.jpg,a5c,0.954,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\154\154-3-1.jpg,a4c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\185\185-3-3.jpg,a4c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\188\188-3-1.jpg,a4c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\191\191-4-2.jpg,a5c,0.954,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\276\276-3-1.jpg,a4c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\290\290-3-2.jpg,a5c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\336\336-4-1.jpg,a5c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\404\404-2-2.jpg,a5c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\411\411-3-1.jpg,a5c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-3-3.jpg,a4c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\494\494-3-3.jpg,a4c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\537\537-3-2.jpg,a5c,0.954,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\548\548-3-1.jpg,a4c,0.954,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-3-3.jpg,a4c,0.954,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\1\1-3-3.jpg,a4c,0.954,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\125\125-4-1.jpg,a5c,0.953,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\191\191-4-1.jpg,a5c,0.953,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-3-2.jpg,a4c,0.953,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-4-1.jpg,a5c,0.953,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\416\416-2-3.jpg,a5c,0.953,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-1-3.jpg,a5c,0.953,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\562\562-3-2.jpg,a4c,0.953,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\111\111-3-2.jpg,a4c,0.953,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\61\61-3-3.jpg,a4c,0.953,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\81\81-3-2.jpg,a5c,0.953,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\88\88-3-3.jpg,a4c,0.953,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\141\141-3-2.jpg,a4c,0.952,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-3-2.jpg,a4c,0.952,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\173\173-3-1.jpg,a5c,0.952,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\285\285-3-1.jpg,a4c,0.952,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-3-2.jpg,a4c,0.952,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\360\360-3-3.jpg,a5c,0.952,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-1-2.jpg,a5c,0.952,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\526\526-3-1.jpg,a4c,0.952,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-3-1.jpg,a4c,0.952,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-3-3.jpg,a5c,0.952,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\125\125-4-3.jpg,a5c,0.951,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\141\141-3-3.jpg,a4c,0.951,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\203\203-3-1.jpg,a4c,0.951,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-3-2.jpg,a5c,0.951,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\264\264-3-2.jpg,a4c,0.951,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\370\370-3-2.jpg,a5c,0.951,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\543\543-3-3.jpg,a4c,0.951,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-3-2.jpg,a4c,0.951,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\645\645-4-2.jpg,a5c,0.951,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-3-2.jpg,a4c,0.95,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\121\121-3-3.jpg,a4c,0.95,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\185\185-4-3.jpg,a5c,0.95,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\220\220-2-2.jpg,a5c,0.95,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\269\269-3-2.jpg,a4c,0.95,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\283\283-3-2.jpg,a4c,0.95,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\328\328-4-1.jpg,a5c,0.95,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\383\383-3-1.jpg,a5c,0.95,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-3-3.jpg,a5c,0.95,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\389\389-3-3.jpg,a4c,0.95,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\412\412-3-1.jpg,a5c,0.95,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\453\453-3-1.jpg,a4c,0.95,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\497\497-2-1.jpg,a5c,0.95,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\540\540-3-2.jpg,a4c,0.95,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\107\107-3-2.jpg,a4c,0.95,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\1\1-3-2.jpg,a4c,0.95,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\124\124-3-1.jpg,a4c,0.949,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\126\126-4-2.jpg,a5c,0.949,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\253\253-3-1.jpg,a4c,0.949,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\271\271-3-1.jpg,a4c,0.949,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\286\286-2-3.jpg,a5c,0.949,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\305\305-1-2.jpg,a5c,0.949,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\348\348-1-3.jpg,a5c,0.949,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-3-1.jpg,a4c,0.949,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\431\431-3-1.jpg,a4c,0.949,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\459\459-1-2.jpg,a5c,0.949,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\551\551-3-2.jpg,a4c,0.949,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\583\583-3-1.jpg,a4c,0.949,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\614\614-3-2.jpg,a4c,0.949,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\614\614-3-3.jpg,a4c,0.949,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\36\36-2-1.jpg,a5c,0.949,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\136\136-3-2.jpg,a5c,0.948,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\188\188-3-3.jpg,a4c,0.948,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\204\204-3-1.jpg,a4c,0.948,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-4-1.jpg,a5c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-2-3.jpg,a5c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\475\475-3-3.jpg,a4c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\506\506-3-3.jpg,a4c,0.948,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\512\512-3-2.jpg,a4c,0.948,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\515\515-2-3.jpg,a5c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\539\539-3-2.jpg,a5c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\649\649-3-3.jpg,a5c,0.948,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\468\468-3-2.jpg,a4c,0.947,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\474\474-3-2.jpg,a4c,0.947,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\505\505-2-1.jpg,a5c,0.947,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-3-1.jpg,a4c,0.947,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-1-1.jpg,a5c,0.947,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\81\81-2-2.jpg,a5c,0.947,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\187\187-3-3.jpg,a4c,0.946,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\190\190-3-2.jpg,a4c,0.946,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\235\235-3-1.jpg,a4c,0.946,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\252\252-3-1.jpg,a4c,0.946,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\305\305-1-3.jpg,a5c,0.946,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\329\329-3-2.jpg,a4c,0.946,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\349\349-3-2.jpg,a5c,0.946,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\419\419-2-1.jpg,a5c,0.946,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\440\440-3-3.jpg,a5c,0.946,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\451\451-3-1.jpg,a4c,0.946,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\553\553-3-3.jpg,a5c,0.946,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\563\563-4-2.jpg,a5c,0.946,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\585\585-4-1.jpg,a5c,0.946,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\48\48-4-3.jpg,a5c,0.946,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-3-3.jpg,a4c,0.945,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-4-3.jpg,a5c,0.945,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\85\85-3-3.jpg,a4c,0.945,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-3-3.jpg,a5c,0.945,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-3-3.jpg,a4c,0.944,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\222\222-3-1.jpg,a4c,0.944,Discard
